terme;categorie;forme_privilegiee;variantes;frequence;documents;sigle_developpement;statut;source_normative;exemple_1;exemple_2;note
https www;autre;https www;;154;27;;neutre;;Tecklenburg (Hrsg.), Wörterbuch der Schweizer Sozialpolitik. https://www.seismoverlag.ch/de/daten-woerterbuch/berufsbildung-fur-menschen-mit-behinderung;Kann Deutschland von der Schweiz lernen? https://www.econstor.eu/bitstream/10419/276266/1/1859234194.pdf;
hin;autre;hin;;153;95;;neutre;;Wir haben fünf Jugendliche gefragt, auf welche erlernte Tätigkeit sie besonders stolz sind, wie sie das Coaching bei ihren Fortschritten unterstützt, was sie verbessern würden und was sie für sich selbst wünschen, nachdem sie ihre Ausbildung abgeschlossen haben.;Sie reichen vom klassischen visuellen Lesen über das haptische Lesen der Brailleschrift bis hin zum Einsatz akustischer Sprachausgaben (Schulz, 2018).;
aufgrund;autre;aufgrund;;152;87;;neutre;;Viele Lernende des besonderen Volksschulangebots, sei dieses integrativ oder separativ, gehören aufgrund ihrer Herkunft mindestens einer der genannten Gruppen an und haben somit ein erhöhtes Risiko, über die erste Schwelle zu stolpern.;Aufgrund der beschriebenen Hürden besteht die Gefahr, dass Jugendliche mit Behinderungen nach der Schule direkt in den zweiten Arbeitsmarkt eingegliedert werden und unter Umständen keine Möglichkeit mehr erhalten, in den ersten Arbeitsmarkt zu wechseln (Zemp & Staub, 2022).;
lassen;autre;lassen;;152;97;;neutre;;Grob lassen sich folgende vier Gruppen unterscheiden (SBFI, 2024b):;Beispiel: Wir lassen die Jugendlichen zu Beginn einer Sitzung auf einer Skala einschätzen, wie es ihnen geht – je nachdem visualisieren wir die einzelnen Stufen mit Smileys.;
Alltag;autre;Alltag;;152;82;;neutre;;Hilfsmittel wie zum Beispiel Prothesen/Orthesen und Hörgeräte können Menschen mit Behinderungen den Alltag erleichtern und es ihnen ermöglichen, am Arbeitsmarkt teilzunehmen.;So ist sie im Alltag integriert und muss nicht zusätzlich arrangiert werden.;
politische;autre;politische;;151;24;;neutre;;Bei der historischen Veranstaltung diskutierten rund 50 Menschen mit Behinderungen unter dem Vorsitz von Linda Halter und Kantonsrat John Steggerda diverse Forderungen wie politische Mitbestimmung und Gleichberechtigung auf dem Arbeitsmarkt.;Im Gespräch mit Sammy Frey geht Romain Lanners zudem auf historische Hintergründe und aktuelle politische Entscheidungen ein, die die Zukunft der Sonderpädagogik in der Schweiz prägen und prägten.;
Beteiligten;autre;Beteiligten;;150;81;;neutre;;Die Sicherstellung des Informationsflusses zwischen den verschiedenen Akteur:innen und die Organisation von runden Tischen mit allen Beteiligten fällt in die Zuständigkeit des Case Managements.;Dies ermöglicht auch, dass alle Beteiligten Unterstützung in Anspruch nehmen können.;
Fähigkeiten;autre;Fähigkeiten;;150;82;;neutre;;Hier eignen sich die Lernenden berufspraktische Kenntnisse, Fähigkeiten und Fertigkeiten an.;Die Angebote berücksichtigen unterschiedliche Fähigkeiten und sind auf die Bedürfnisse der verschiedenen Altersklassen ausgerichtet.;
bietet;autre;bietet;;149;83;;neutre;;Die unterstützenden Akteur:innen haben unterschiedliche Aufträge: Die Schule bietet Berufswahlunterricht an und unterstützt die Jugendlichen beim Erstellen der Bewerbungsunterlagen.;Die Schweizer Berufsbildung bietet mit ihren rund 250 Abschlüssen der beruflichen Grundbildung eine grosse Auswahl an Berufen beziehungsweise Lehrstellen, mit denen Jugendliche ins Berufsleben starten können.;
Bedürfnisse;autre;Bedürfnisse;;149;76;;neutre;;Die Angebote berücksichtigen unterschiedliche Fähigkeiten und sind auf die Bedürfnisse der verschiedenen Altersklassen ausgerichtet.;Bei der Post werden Jugendliche und deren Umfeld bereits vor der Ausbildung dazu ermutigt, ihre individuellen Bedürfnisse, Wünsche und Schwierigkeiten mitzuteilen.;
zentrale;autre;zentrale;;149;91;;neutre;;Zudem nehmen die Eltern eine zentrale Rolle im Berufswahlprozess ihrer Kinder ein.;Wir haben verschiedene zentrale Akteur:innen interviewt, die persönliche Erfahrungen mit den Herausforderungen beim Übergang in die Arbeitswelt und den notwendigen Rahmenbedingungen haben.;
Zürich;autre;Zürich;;149;58;;neutre;;Neben kantonalen Berufsfachschulen gibt es für Lernende aus der Deutschschweiz und dem Fürstentum Liechtenstein die Möglichkeit, die Berufsfachschule für Lernende mit Hör- und Kommunikationsbehinderung BSFH in Zürich zu besuchen.;Während 45% der mehrsprachigen Kinder in Zürich Deutschförderbedarf haben, gibt es nur in 8% der Kitas spezifische Sprachförderkonzepte.;
weitere;autre;weitere;;147;102;;neutre;;Als weitere regionale Eigenschaft ist die Ergänzende Laut-Sprache (ELS) zu erwähnen, welche jedoch fast nur in der Romandie Anwendung findet.;Gemäss den jeweiligen gesetzlichen Zuständigkeiten ist es an den Verbundpartnern der Berufsbildung, der IV und den Behindertenorganisationen, die Massnahmen umzusetzen und bei Bedarf weitere Abklärungen vorzunehmen.;
denn;autre;denn;;146;90;;neutre;;Wenn viele verschiedene Akteur:innen am Berufswahlprozess beteiligt sind, kann dies für betroffene Jugendliche herausfordernd sein, denn es besteht die Gefahr, den Überblick zu verlieren.;Denn auch wenn es Checklisten und klar definierte Zuständigkeiten gibt, so liegt es im Einzelfall trotzdem vor allem an den zugewiesenen Fachpersonen der Institutionen, miteinander zu kooperieren und den Jugendlichen den Schritt über die erste Schwelle zu erleichtern.;
vier;autre;vier;;144;72;;neutre;;Grob lassen sich folgende vier Gruppen unterscheiden (SBFI, 2024b):;Zu diesen Schulen gehören vier der 26 Berufsschulen und nur zwei der 52 allgemeinbildenden Schulen.;
Blick;autre;Blick;;143;69;;neutre;;Der Blick auf die genannten Gelingensbedingungen und Hindernisse auf der Ebene der Mitschüler:innen verdeutlicht, dass eine offene und wertschätzende Kommunikation in der Gleichaltrigengruppe bedeutsam ist.;Blick in die Revue 57;
Jg;autre;Jg;;142;141;;neutre;;Schweizerische Zeitschrift für Heilpädagogik, Jg.;Jg.;
Thema;autre;Thema;;142;75;;neutre;;Auf dem Lehrstellenportal finden Jugendliche, ihre Eltern und Lehrpersonen nicht nur Stellen von inklusiven Lehrbetrieben, sondern auch hilfreiche Informationen zum Thema Lehrstellensuche.;Wissen zum Thema Autismus;
Buch;autre;Buch;;142;31;;neutre;;Kein Mensch kann mit seiner eigenen Lesestimme Schritt halten, wenn ein Screenreader begonnen hat, ein ganzes Buch vorzutragen.;Darüber diskutieren Fachpersonen mit und ohne Behinderungen aus Politik, Verwaltung, Verbänden und Forschung in diesem Buch.;
pdf;autre;pdf;;141;21;;neutre;;Kann Deutschland von der Schweiz lernen? https://www.econstor.eu/bitstream/10419/276266/1/1859234194.pdf;Frankfurt. https://www.pedocs.de/volltexte/2023/26629/pdf/Felbermayr_2023_Entscheidungsprozesse_am_inklusiven.pdf;
Kindes;autre;Kindes;;141;52;;neutre;;Werden Noten eher gemäss der Leistung oder entlang der Herkunft des Kindes erteilt?;Schulfähigkeitsdiagnostik: Ein Verständnis von Schulfähigkeit als fix diagnostizierbare Bereitschaft des Kindes wird vermieden.;
Heilpädagogik Jg;autre;Heilpädagogik Jg;;141;141;;neutre;;Schweizerische Zeitschrift für Heilpädagogik, Jg.;;
nutzen;autre;nutzen;;140;74;;neutre;;Wichtig ist, im Einzelfall das jeweils beste Vorgehen und Angebot zu finden und dabei die vorhandenen Instrumente optimal zu nutzen.;Potenziale nutzen und Barrieren abbauen.;
Beziehungen;autre;Beziehungen;;140;52;;neutre;;Die auf dem mit dem Pulitzerpreis ausgezeichneten Roman «Alles Licht, das wir nicht sehen» basierende Miniserie ist eine Geschichte über die aussergewöhnliche Kraft menschlicher Beziehungen.;Beziehungen und Teams, 2.;
weniger;autre;weniger;;139;86;;neutre;;Dies bestätigen auch Zahlen: So sind gemäss Bundesamt für Statistik (2021) Menschen mit Behinderungen mit ihrer Arbeit weniger zufrieden als Menschen ohne Behinderungen (67 % gegenüber 81 %).;Weitere Formen werden bei weniger als 30 Prozent der Schulen angeboten.;
Angebote;autre;Angebote;;138;61;;neutre;;Fachhochschule [FMS], Gymnasium) über Berufslehren auf verschiedenen Anforderungsniveaus (Lehre mit Eidgenössischem Berufsattest [EBA], Lehre mit Eidgenössischem Fähigkeitszeugnis [EFZ], EFZ-Lehre mit Berufsmatura) bis zu Brückenangeboten.;Die Berufsbildung ist von einer hohen Durchlässigkeit geprägt: Der Besuch weiterführender Bildungsangebote, der Wechsel von der Berufsbildung an eine Hochschule sowie ein Tätigkeitswechsel im Verlauf des Arbeitslebens werden durch die Anrechnung bereits erbrachter Bildungsleistungen erleichtert.;
entwickelt;autre;entwickelt;;138;89;;neutre;;Mit der Steuergruppe Nachteilsausgleich hat sich in den Freiburger Gymnasien bei der Umsetzung des Nachteilsausgleichs eine gemeinsame Praxis entwickelt.;Der Rückgang der Einsprachen zeigt, dass sich ein Verständnis für bildungsstufenbezogene Nachteilsausgleiche entwickelt.;
somit;autre;somit;;137;81;;neutre;;Viele Lernende des besonderen Volksschulangebots, sei dieses integrativ oder separativ, gehören aufgrund ihrer Herkunft mindestens einer der genannten Gruppen an und haben somit ein erhöhtes Risiko, über die erste Schwelle zu stolpern.;Somit wird die Sonderpädagogik zur wertvollen Ressource für die Sekundarstufe II.;
steht;autre;steht;;137;85;;neutre;;Das Case Management Berufsbildung steht den Lernenden mit einem Coaching zur Seite.;Wenn eine Vielzahl an Fachstellen involviert ist, besteht die Gefahr, dass sich die Eltern übergangen fühlen und im schlimmsten Fall nicht mehr kooperationsbereit sind.;
Hrsg;autre;Hrsg;;135;20;;neutre;;Tecklenburg (Hrsg.), Wörterbuch der Schweizer Sozialpolitik. https://www.seismoverlag.ch/de/daten-woerterbuch/berufsbildung-fur-menschen-mit-behinderung;Ryter, A. & Schaffner, D. (Hrsg.) (2015).;
pädagogischen;autre;pädagogischen;;135;65;;neutre;;Link zur Website der Pädagogischen Hochschule Zürich mit dem Projekt DEEP;Darauf aufbauend wendet er sich dann pädagogischen und didaktischen Anschlüssen zu und bezieht sich anschliessend auf partizipative (Autismus- )For-schung als eine Hauptforderung der Neurodiversitäts-bewegung.;
darüber;autre;darüber;;134;88;;neutre;;Daher ist es sinnvoll, dass die fallführende Person in regelmässigem Austausch mit den Eltern steht, diese über die letzten und nächsten Schritte informiert und sich mit den Eltern darüber austauscht, wie diese ihren Sohn oder ihre Tochter im Berufswahlprozess unterstützen können.;Darüber hinaus ist es wichtig, den individuellen Bedürfnissen und Fähigkeiten der betroffenen Jugendlichen gerecht zu werden und ihnen zu ermöglichen, ihr volles akademisches Potenzial zu entfalten.;
org;autre;org;;134;26;;neutre;;Schweizerische Zeitschrift für Heilpädagogik,29 (1), 36–42. https://doi.org/10.57161/z2023-01-06;Schweizerische Zeitschrift für Heilpädagogik, 29 (1), 29–35. https://doi.org/10.57161/z2023-01-05;
emotionale;autre;emotionale;;133;50;;neutre;;-   Das eigene Wirken reflektieren: SHP bringen persönliches Engagement ein, was «Reife, Verantwortung, emotionale Ausgewogenheit» erfordert (Greving & Ondracek, 2023, S.;Schliesslich sind Zahlen enorm wichtig, um emotionale Diskussionen zu objektivieren.;
dadurch;autre;dadurch;;131;78;;neutre;;Sie eignen sich dadurch eine solide berufliche Grundlage an.;Dadurch versteht sich, dass Menschen mit Gehörlosigkeit oder einer Hörbehinderung in Bezug auf die Kommunikation und ihren persönlichen Hintergrund keine homogene Gruppe bilden.;
Familien;autre;Familien;;131;44;;neutre;;Kinder aus privilegierten Familien haben folglich Ende der obligatorischen Schulzeit rund drei Jahre Lernvorsprung in Mathematik gegenüber Kindern aus der untersten sozialen Schicht (40 Punkte entsprechen ca. einem Schuljahr).;Die Covid-19-Pandemie hat zudem gezeigt, dass Lernende aus sozial und finanziell gut gestellten Familien im Fernunterricht einen Vorteil haben, da sie eher über digitale Hilfsmittel verfügen (z.;
gleichzeitig;autre;gleichzeitig;;130;80;;neutre;;Gleichzeitig gilt es auch, die Privatsphäre der Jugendlichen respektvoll zu behandeln.;Gleichzeitig verstärken die eingeschränkten Berufswahlmöglichkeiten für Jugendliche mit Behinderungen die Schwierigkeiten beim Übergang von der Schule in die Berufswelt (Pool Maag, 2016).;
wenig;autre;wenig;;130;81;;neutre;;Ein Grund dafür ist, dass alle Akteur:innen ihre eigenen Aufträge haben, jedoch haben sie häufig zu wenig Einblick in die Aufträge oder das Fachgebiet der anderen Stellen.;Die Berufsberaterin berichtet, dass die Arbeitswelt sich wenig an den individuellen Bedürfnissen der Jugendlichen orientiere.;
schaffen;autre;schaffen;;130;81;;neutre;;Deshalb erinnern wir sie stets daran, was sie bereits geleistet haben und schaffen so eine positive Grundstimmung.;Der Bundesrat will im Rahmen einer nächsten IV-Revision die Grundlagen schaffen, damit AHV und IV den versicherten Personen möglichst technologisch fortschrittliche und zweckmässige Hilfsmittel zur Verfügung stellen können.;
uns;autre;uns;;129;63;;neutre;;Damit kommt uns eine Schlüsselposition in der Kooperation zu.;Die von uns befragte Berufsberaterin beschreibt die bereits erwähnten Schwierigkeiten beim Berufseinstieg an der Schnittstelle zwischen der Arbeitswelt, der Schule und den Partizipationsmöglichkeiten der Jugendlichen:;
Jahre;autre;Jahre;;129;67;;neutre;;Zehn Jahre nach dem Beitritt zur Behindertenrechtskonvention (BRK) kommen spezifische Massnahmen wie die Barrierefreiheit und der Nachteilsausgleich langsam in Gange.;Die Ausbildung dauert zwei Jahre und umfasst die folgenden Bestandteile:;
digitalen;autre;digitalen;;129;36;;neutre;;Es bedarf lediglich einer digitalen Version dieses Textes (z.;-   Texte sind in unterschiedlichen digitalen Versionen leichter verfügbar als Hörbücher,;
Art;autre;Art;;128;74;;neutre;;Diese Komplexität ergibt sich unter anderem aus den unterschiedlichen Sozialisationserfahrungen und der Art und Weise ihrer Kommunikation.;b) die Dauer und Ausgestaltung des Bildungsangebots sowie Prüfungen den spezifischen Bedürfnissen von Menschen mit einer Behinderung nicht angepasst sind (BehiG, Art.;
finden;autre;finden;;127;84;;neutre;;Brückenangebote richten sich an Jugendliche, welche keine Lehrstelle finden, schulische Lücken aufweisen und/oder aus anderen Gründen noch nicht bereit für eine Berufslehre sind.;Nützliche Informationen finden die Jugendlichen zum Beispiel unter berufsberatung.ch oder yousty.ch.;
pro;autre;pro;;127;59;;neutre;;Lernende besuchen die Berufsfachschulen ein bis zwei Tage pro Woche.;Auch der Inklusionsindex von Pro Infirmis (2023) zeigt, dass sich rund die Hälfte aller Menschen mit Behinderungen vom ersten Arbeitsmarkt[1] ausgeschlossen fühlt.;
Studien;autre;Studien;;127;67;;neutre;;Wie ein Lesen mit dem Ohr funktioniert, wurde bereits in verschiedenen Studien untersucht (Schulz, 2020, 2022, 2024).;Schweizerisches Dienstleistungszentrum Berufsbildung | Berufs-, Studien- und Laufbahnberatung (SDBB);
Austausch;autre;Austausch;;126;56;;neutre;;Besonders wichtig ist es, dass die Lehrpersonen (Schulische Heilpädagog:in und Klassenlehrperson) in engem Austausch mit der IV und dem Case Management stehen und dass sie diesen Institutionen keine relevanten Informationen vorenthalten.;Daher ist es sinnvoll, dass die fallführende Person in regelmässigem Austausch mit den Eltern steht, diese über die letzten und nächsten Schritte informiert und sich mit den Eltern darüber austauscht, wie diese ihren Sohn oder ihre Tochter im Berufswahlprozess unterstützen können.;
deshalb;autre;deshalb;;126;72;;neutre;;Deshalb ist für viele Jugendliche der Übergang in die Berufswelt mit Unsicherheiten und Schwierigkeiten verbunden (Neuenschwander, 2021).;Deshalb startete er im Sommer 2022 eine Ausbildung im zweiten Arbeitsmarkt.;
Gesundheit;autre;Gesundheit;;126;41;;neutre;;DE: Psychische Gesundheit von Schüler:innen;Deutsches Schulportal mit einer Befragung zur psychischen Gesundheit von Schüler:innen;
indem;autre;indem;;124;75;;neutre;;Weiter kann die Kommunikation erleichtert werden, indem beispielsweise gute Lichtverhältnisse herrschen, in kurzen Sätzen gesprochen wird oder Hintergrundgeräusche beseitigt werden (ebd.).;Indem der Bericht aufzeigt, wie die Berufsbildung funktioniert und welche Unterstützungsangebote zur Integration bestehen, kann er auch bei anderen Arten von Beeinträchtigungen eine Informationsquelle sein.;
besser;autre;besser;;123;76;;neutre;;Im Jahr 2022 trat im Kanton Bern eine Vereinbarung zwischen der IV und dem Case Management Berufsbildung in Kraft, welche die Zuständigkeiten besser regelt.;Sinnesbeeinträchtigung nach diesem Modell besser als nach einer Ausbildung im geschützten Rahmen.;
Perspektiven;autre;Perspektiven;;123;67;;neutre;;Eidgenössische Berufsatteste und Fähigkeitszeugnisse bilden die Basis für lebenslanges Lernen und eröffnen vielfältige berufliche Perspektiven.;Perspektiven einer Jugendlichen mit Behinderung und ihrer Mutter auf den Übergang von der Schule in die Erwerbstätigkeit.;
Verständnis;autre;Verständnis;;123;80;;neutre;;Um das gegenseitige Verständnis für die Komplexität des jeweils anderen Systems zu fördern, hat das Staatssekretariat für Bildung, Forschung und Innovation im Rahmen des Projekts «Gehörlose und Hörbehinderte und ihr Zugang zur Berufsbildung» einen Bericht erarbeitet (SBFI, 2024b).;Auf der Ebene der Mitschüler:innen werden parallel zu den Gelingensbedingungen «fehlende Informationen» und ein damit verbundenes «fehlendes Verständnis» als besonders hinderlich benannt.;
Barrieren;autre;Barrieren;;123;50;;neutre;;Jugendliche mit Behinderungen müssen nicht nur den ohnehin schon anspruchsvollen Übergang in die Berufswelt meistern, sondern auch zusätzliche Barrieren überwinden.;Damit sind hauptsächlich Barrieren in den Köpfen gemeint, wie beispielsweise Vorurteile oder Stigmatisierungen.;
geben;autre;geben;;123;80;;neutre;;70 der 80 Schulen (88 %) geben an, aktuell Lernende mit einer Autismus-Diagnose zu unterrichten.;89 Prozent der allgemeinbildenden Schulen geben an, von den Eltern über eine vorliegende Autismus-Diagnose informiert worden zu sein, bei den Berufsschulen sind dies nur 63 Prozent.;
Heilpädagog;autre;Heilpädagog;;122;41;;neutre;;Damit die Unterstützung optimal gelingt, ist es für Schulische Heilpädagog:innen hilfreich, die Aufgaben der verschiedenen Fachstellen zu kennen und sich mit Gelingensbedingungen der interinstitutionellen Zusammenarbeit auseinanderzusetzen.;In solchen Fällen ist es sinnvoll, wenn der oder die zuständige Heilpädagog:in die Eltern und Jugendlichen unterstützt.;
zusammen;autre;zusammen;;121;77;;neutre;;Zwei komplexe Systeme finden zusammen;Die folgenden Kapitel fassen die wichtigsten Ergebnisse des Berichts zusammen.;
Barrierefreiheit;autre;Barrierefreiheit;;121;30;;neutre;;Zehn Jahre nach dem Beitritt zur Behindertenrechtskonvention (BRK) kommen spezifische Massnahmen wie die Barrierefreiheit und der Nachteilsausgleich langsam in Gange.;In Bezug auf Barrierefreiheit der Lernumgebungen leistet das Netzwerk der Hochschulen Pionierarbeit (vgl.;
lässt;autre;lässt;;121;74;;neutre;;Sie gewährleistet, dass sich die Lesestimme erfolgreich in den auditiven Leseprozess integrieren lässt.;Mit den Texten in diesem kleinen, feinen Büchlein lässt uns die Autorin an ihrem Leben und ihrer Kreativität teilhaben.;
erhalten;autre;erhalten;;120;76;;neutre;;Denn wie Menschen mit Gehörlosigkeit oder einer Hörbehinderung sozialisiert werden, hängt massgeblich davon ab, wie sie mit der Umgebung kommunizieren, aber auch welchen Zugang sie zu vorschulischen und schulischen Fördermassnahmen erhalten.;Aufgrund der beschriebenen Hürden besteht die Gefahr, dass Jugendliche mit Behinderungen nach der Schule direkt in den zweiten Arbeitsmarkt eingegliedert werden und unter Umständen keine Möglichkeit mehr erhalten, in den ersten Arbeitsmarkt zu wechseln (Zemp & Staub, 2022).;
solche;autre;solche;;120;83;;neutre;;Solche Sprachausgaben verlautlichen hörbar das geschriebene Wort.;Über eine solche Zeitregie können die eigene Lesestimme und die fremde Stimme der Sprachausgabe miteinander in einen Dialog gebracht werden – ähnlich wie es beim Dolmetschen der Fall ist.;
doi;autre;doi;;120;22;;neutre;;Schweizerische Zeitschrift für Heilpädagogik,29 (1), 36–42. https://doi.org/10.57161/z2023-01-06;Schweizerische Zeitschrift für Heilpädagogik, 29 (1), 29–35. https://doi.org/10.57161/z2023-01-05;
